property,mortgage,percent fin,first repay, max repay worst, primeDecrease, diffNperFactor, rate customer, size of jump, min kalatz, max var, max cpi 
2500000.0,1200000.0,0.48,6000.0,9500.0,0.5,0.3,3.0,0.05,0.1,0.4,0.6

first repay , all payment main ,allRateTotalPaymentMain , max repay main, all payment worst, allRateTotalPaymentWorst, max repay worst, kalatz rate, kalatz nper, kalatz pv, kalatz prop,katz rate, katz nper, katz pv, katz prop, var 5 Cpi rate, var 5 Cpi nper, var 5 Cpi pv, var 5 Cpi prop,var 5 Const rate, var 5 Const nper, var 5 Const pv, var 5 Const prop,prime rate, prime nper, prime pv , prime prop,rate customer mix,first repay kalatz, total payment kalatz , total rate kalatz,first repay katz, total payment katz main, total rate katz main , total payment katz worst,total rate katz worst ,first repay var5cpi, total payment var5cpi main, total rate var5cpi main , total payment var5cpi worst,total rate var5cpi worst ,first repay var5const, total payment var5const main, total rate var5const main , total payment var5const worst,total rate var5const worst ,first repay prime, total payment prime main, total rate prime main , total payment prime worst,total rate prime worst
5994.665549738583,1602286.4041927918,402286.4041927918,7162.415416138639,1715023.7105313893,515023.71053138934,8090.0999320708,2.8833333333333333,276.0,300000.0,0.25,1.9666666666666666,216.0,540000.0,0.45,2.75,240.0,0.0,0.0,3.3,240.0,0.0,0.0,-0.5,264.0,360000.0,0.3,0.0,1488.1788587791598,410737.36502304446,110737.36502304446,2970.5799488890434,722781.6261415441,182781.62614154408,722781.6261415441,248037.11847845034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.9067420703793,468767.4130282031,108767.41302820313,516249.2270298945,156249.22702989448
5997.329372844106,1602592.2904191879,402592.29041918786,6416.025577420869,1652586.0408836524,452586.0408836524,6705.732282447722,2.9666666666666663,264.0,780000.0,0.65,2.177777777777778,192.0,60000.0,0.05,2.774,240.0,0.0,0.0,3.62,240.0,0.0,0.0,-0.5,252.0,360000.0,0.3,0.0,4026.3788205140827,1062964.008615715,282964.00861571496,370.380506309653,78937.93663736287,18937.936637362873,78937.93663736287,25128.07787155705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.5700460203698,460690.3451661099,100690.34516610991,504493.9543963804,144493.9543963804
5995.591555052233,1605661.7512353007,405661.7512353007,7254.135969868086,1725649.6678335546,525649.6678335546,8259.787959373305,2.911111111111111,288.0,240000.0,0.2,1.9666666666666666,216.0,599999.9999999999,0.4999999999999999,2.75,240.0,0.0,0.0,3.3,240.0,0.0,0.0,-0.5,264.0,360000.0,0.3,0.0,1159.040425327362,333803.6424942701,93803.64249427011,3300.6443876544918,803090.6957128274,203090.6957128275,803090.6957128274,275596.79830938997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.9067420703793,468767.4130282031,108767.41302820313,516249.2270298945,156249.22702989448
5980.255824844569,1613113.9913871947,413113.9913871947,6387.881057791056,1666174.7875498217,466174.78754982166,6637.899775523749,2.9388888888888887,252.0,780000.0,0.65,2.283333333333333,204.0,0.0,0.0,2.774,240.0,0.0,0.0,3.62,240.0,60000.0,0.05,-0.5,276.0,360000.0,0.3,0.0,4151.6763691407605,1046222.4450234928,266222.4450234928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.6869826434866,89780.04999303247,29780.049993032473,91526.25828118899,31526.258281188988,1476.8924730603217,477111.49637066945,117111.49637066945,528426.0842451401,168426.08424514008
5997.329372844106,1602592.2904191879,402592.29041918786,6416.025577420869,1652586.0408836524,452586.0408836524,6705.732282447722,2.9666666666666663,264.0,780000.0,0.65,2.177777777777778,192.0,60000.0,0.05,2.774,240.0,0.0,0.0,3.62,240.0,0.0,0.0,-0.5,252.0,360000.0,0.3,0.0,4026.3788205140827,1062964.008615715,282964.00861571496,370.380506309653,78937.93663736287,18937.936637362873,78937.93663736287,25128.07787155705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.5700460203698,460690.3451661099,100690.34516610991,504493.9543963804,144493.9543963804
5954.580307077869,1618685.2605983105,418685.2605983105,6471.941125033603,1682487.8382955533,482487.83829555335,6829.324306744464,2.9388888888888887,252.0,780000.0,0.65,2.283333333333333,204.0,0.0,0.0,2.774,240.0,60000.0,0.05,3.62,240.0,0.0,0.0,-0.5,276.0,360000.0,0.3,0.0,4151.6763691407605,1046222.4450234928,266222.4450234928,0.0,0.0,0.0,0.0,0.0,326.0114648767865,95351.31920414834,35351.31920414834,107839.30902692067,47839.30902692067,0.0,0.0,0.0,0.0,0.0,1476.8924730603217,477111.49637066945,117111.49637066945,528426.0842451401,168426.08424514008
5980.255824844569,1613113.9913871947,413113.9913871947,6387.881057791056,1666174.7875498217,466174.78754982166,6637.899775523749,2.9388888888888887,252.0,780000.0,0.65,2.283333333333333,204.0,0.0,0.0,2.774,240.0,0.0,0.0,3.62,240.0,60000.0,0.05,-0.5,276.0,360000.0,0.3,0.0,4151.6763691407605,1046222.4450234928,266222.4450234928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.6869826434866,89780.04999303247,29780.049993032473,91526.25828118899,31526.258281188988,1476.8924730603217,477111.49637066945,117111.49637066945,528426.0842451401,168426.08424514008
5997.329372844106,1602592.2904191879,402592.29041918786,6416.025577420869,1652586.0408836524,452586.0408836524,6705.732282447722,2.9666666666666663,264.0,780000.0,0.65,2.177777777777778,192.0,60000.0,0.05,2.774,240.0,0.0,0.0,3.62,240.0,0.0,0.0,-0.5,252.0,360000.0,0.3,0.0,4026.3788205140827,1062964.008615715,282964.00861571496,370.380506309653,78937.93663736287,18937.936637362873,78937.93663736287,25128.07787155705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.5700460203698,460690.3451661099,100690.34516610991,504493.9543963804,144493.9543963804
5999.60937746939,1617229.750269317,417229.75026931707,6474.52838220269,1671021.5901671536,471021.5901671536,6793.428139157258,2.9666666666666663,264.0,720000.0,0.6,2.4944444444444445,228.0,60000.0,0.05,2.774,240.0,0.0,0.0,3.62,240.0,60000.0,0.05,-0.5,252.0,360000.0,0.3,0.0,3716.65737278223,981197.5464145085,261197.54641450848,330.6949760233036,85561.80869566622,25561.808695666215,85561.80869566622,33803.83107507574,0.0,0.0,0.0,0.0,0.0,351.6869826434866,89780.04999303247,29780.049993032473,91526.25828118899,31526.258281188988,1600.5700460203698,460690.3451661099,100690.34516610991,504493.9543963804,144493.9543963804
5987.571642373242,1629488.6415253,429488.6415253,6389.123549771136,1673262.1609069153,473262.1609069153,6630.814341687596,2.9944444444444445,276.0,720000.0,0.6,2.283333333333333,204.0,0.0,0.0,2.774,240.0,0.0,0.0,3.62,240.0,120000.0,0.1,-0.5,240.0,360000.0,0.3,0.0,3612.4679213218496,997041.1462848029,277041.14628480293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.3739652869732,179560.09998606495,59560.099986064946,183052.51656237798,63052.516562377976,1671.729755764419,452887.395254432,92887.39525443199,493168.4980597345,133168.49805973453
